N_step_tab,coincidence_tab
10.0,3.2149222619251493e+74
14.04004245548316,6.934893251870651e+93
19.71227921517696,1.2474016361967156e+110
27.67612370754228,7.038220303146671e+129
38.85739518570976,6.984853657389737e+141
54.5559478116852,2.799000301875018e+139
76.59678234751834,4.895422751777171e+104
107.542207611256,11256225664366.244
150.98971606184202,1.0650764273492301
211.99020238496072,0.6369570157300797
297.63514416313194,0.5487742918191678
417.8810060294219,0.5287994921392262
586.7067065993098,0.5241694194030742
823.7387069571012,0.5230950484704986
1156.5326417902502,0.5228447946410409
1623.776739188721,0.5227856222017235
2279.789435643565,0.5227717539719501
3200.8340465997644,0.5227685509502265
4493.984590721666,0.5227678584697394
6309.57344480193,0.5227679010299198
